,hmid,Root_Object_Phrase,Pronoun,wid,reflection_period,predicted_category,age,country,gender,marital,parenthood
410,28305,surprised - me,,361,24h,bonding,31,USA,m,single,n
411,28308,watched - DVD,I,4155,24h,leisure,33.0,USA,m,single,n
412,28309,had - workout,I,3315,24h,exercise,20.0,USA,f,single,n
413,28310,had - cup,I,4325,24h,enjoy_the_moment,25,USA,m,single,n
414,28313,had - money,I,1659,24h,achievement,37.0,USA,m,married,n
415,28314,went - shopping,I,9,24h,affection,61,USA,f,married,y
416,28318,have - plans,I,2352,24h,affection,24,USA,f,married,n
417,28323,finished - project,I,13634,24h,achievement,37.0,USA,m,married,y
418,28325,made - pizza,I,2105,24h,affection,27,USA,m,married,n
419,28326,woke - me,,2543,24h,affection,30.0,USA,f,single,n
420,28328,did - job,,593,24h,achievement,48.0,USA,f,married,y
421,28329,vacuumed - floor,I,4880,24h,affection,41.0,USA,f,married,y
422,28331,Getting - call,,836,24h,achievement,27,USA,m,married,y
423,28333,had - piece,I,7967,24h,enjoy_the_moment,36.0,USA,f,married,n
424,28335,finished - logging,I,4073,24h,achievement,31.0,USA,m,single,n
425,28339,had - cake,I,391,24h,enjoy_the_moment,36,USA,m,married,n
426,28341,got - raise,I,8456,24h,achievement,,,,,n
427,28343,had - conversation,I,5710,24h,bonding,37.0,USA,m,single,y
428,28344,sold - motorcycle,I,325,24h,achievement,34,USA,m,single,n
429,28347,checked - weight,I,1297,24h,achievement,25,USA,f,single,n
430,28350,made - soup,,1061,24h,affection,38,USA,m,married,y
431,28353,had - arrive,I,1838,24h,achievement,25,USA,m,single,y
432,28354,received - bonus,I,1180,24h,achievement,29,USA,m,single,n
433,28355,fitted - me,,10965,24h,achievement,28.0,USA,f,married,y
434,28356,had - day,I,1017,24h,leisure,30,USA,f,single,n
435,28357,saw - baby,I,1361,24h,affection,27,USA,f,single,y
436,28359,visited - park,I,1144,24h,nature,31,USA,m,single,n
437,28367,had - day,I,1812,24h,achievement,41,USA,f,married,y
438,28369,won - contest,I,6836,24h,achievement,27.0,USA,f,single,n
439,28371,won - scratch,I,452,24h,achievement,52,USA,m,married,y
440,28371,win - things,I,452,24h,achievement,52,USA,m,married,y
441,28372,cleaned - basement,I,2035,24h,achievement,23.0,USA,m,single,n
442,28374,hit - me,I,143,24h,enjoy_the_moment,29.0,USA,m,married,y
443,28375,got - laptop,I,4955,24h,achievement,33,USA,m,single,n
444,28376,brought - memories,I,1675,24h,enjoy_the_moment,32,USA,m,single,n
445,28377,received - amount,I,2784,24h,achievement,43.0,USA,m,married,y
446,28378,had - conversation,I,210,24h,bonding,26,USA,m,single,n
447,28379,did - training,I,5001,24h,achievement,33.0,USA,m,married,y
448,28381,appreciated - work,,4985,24h,achievement,24.0,GBR,m,single,n
449,28383,won - game,,1003,24h,achievement,26.0,USA,m,married,n
450,28385,sent - picture,,1544,24h,bonding,21,USA,f,single,n
451,28387,bought - pistol,I,1684,24h,achievement,35.0,USA,m,married,y
452,28389,took - walk,I,11574,24h,nature,30.0,USA,m,single,n
453,28392,feeling - warmth,,4947,24h,affection,24.0,USA,f,single,n
454,28395,given - compliment,I,233,24h,achievement,26.0,USA,m,single,n
455,28397,called - me,,2987,24h,affection,61.0,USA,f,married,y
456,28399,pet - cats,I,3451,24h,affection,27,USA,f,single,n
457,28402,saw - friends,I,815,24h,bonding,24,USA,m,single,n
458,28405,taking - nap,,1692,24h,enjoy_the_moment,23.0,USA,f,single,n
459,28408,hit - goal,I,12850,24h,achievement,34.0,USA,m,married,y
460,28410,got - drink,I,1213,24h,affection,49,USA,f,married,y
461,28411,made - goal,I,12955,24h,achievement,21.0,USA,f,single,n
462,28415,ate - breakfast,,1381,24h,affection,39.0,USA,f,married,y
463,28421,bought - laptop,I,11010,24h,achievement,27.0,USA,m,single,n
464,28422,threw - herself,I,2453,24h,bonding,25.0,USA,f,single,n
465,28425,had - Monday,I,2752,24h,achievement,58.0,USA,f,married,y
466,28426,bought - pair,I,63,24h,achievement,25,USA,m,single,n
467,28428,Having - dinner,,357,24h,affection,26,USA,m,married,n
468,28429,bought - jacket,I,4254,24h,achievement,41.0,USA,m,single,n
469,28431,found - amount,I,5439,24h,leisure,23.0,USA,m,single,n
470,28435,Had - fun,I,140,24h,leisure,33,PRT,m,married,n
471,28436,watched - show,I,2258,24h,leisure,32,USA,m,single,n
472,28437,treated - me,I,8412,24h,bonding,25.0,USA,f,single,n
473,28443,asking - me,I,395,24h,achievement,33.0,USA,m,single,n
474,28444,Receiving - score,,11212,24h,achievement,31.0,USA,f,divorced,y
475,28445,received - praise,I,519,24h,achievement,32.0,USA,f,single,n
476,28446,gave - hug,,2481,24h,affection,42.0,USA,m,married,n
477,28447,watched - movie,I,525,24h,affection,52,USA,m,married,y
478,28448,enjoyed - cup,I,423,24h,enjoy_the_moment,29.0,USA,f,married,n
479,28450,got - bonus,I,22,24h,achievement,32,USA,m,single,n
480,28451,got - role,I,234,24h,achievement,25.0,USA,m,single,n
481,28453,made - recovery,I,4101,24h,achievement,23.0,USA,m,single,n
482,28455,have - bars,I,1304,24h,affection,43.0,USA,m,married,y
483,28455,put - one,I,1304,24h,affection,43.0,USA,m,married,y
484,28455,says - Turkeys,I,1304,24h,affection,43.0,USA,m,married,y
485,28458,went - walk,I,4266,24h,affection,27.0,USA,m,married,n
486,28460,received - hugs,I,301,24h,affection,41.0,USA,f,married,y
487,28462,picked - bedspread,I,1260,24h,affection,58,USA,f,married,y
488,28462,had - holes,I,1260,24h,affection,58,USA,f,married,y
489,28464,made - money,I,1152,24h,achievement,25.0,USA,m,single,n
490,28467,had - fun,I,2209,24h,affection,43.0,USA,f,married,y
491,28468,won - 600,I,1489,24h,achievement,35,USA,m,single,n
492,28469,ate - dinner,I,453,24h,enjoy_the_moment,44,USA,f,divorced,y
493,28472,had - lunch,I,298,24h,affection,26.0,USA,f,single,n
494,28473,watching - movies,,11191,24h,affection,27.0,IND,m,single,n
495,28473,enjoying - moment,,11191,24h,affection,27.0,IND,m,single,n
496,28474,received - award,I,1000,24h,achievement,31.0,USA,f,married,n
497,28477,told - me,,9360,24h,affection,27.0,USA,f,married,y
498,28478,repaired - problem,I,620,24h,achievement,25,VEN,m,single,n
499,28478,needed - help,I,620,24h,achievement,25,VEN,m,single,n
500,28482,see - her,I,4730,24h,affection,31.0,USA,f,single,n
501,28486,had - episode,I,2079,24h,leisure,24,USA,f,single,n
502,28486,watched - it,I,2079,24h,leisure,24,USA,f,single,n
503,28487,Eating - sriracha,,618,24h,enjoy_the_moment,32.0,USA,m,single,n
504,28488,won - game,I,659,24h,bonding,30,USA,f,single,y
505,28489,got - bonus,I,1,24h,achievement,37.0,USA,m,married,y
506,28493,gave - hug,I,1556,24h,affection,42,USA,f,married,n
507,28496,took - both,I,549,24h,affection,30,USA,o,married,y
508,28499,told - me,I,2169,24h,affection,24.0,USA,f,single,n
509,28503,had - donuts,,604,24h,bonding,26,USA,m,married,y
510,28504,finished - project,I,94,24h,achievement,28,USA,m,single,n
511,28508,had - lot,I,334,24h,affection,23,USA,f,single,n
512,28509,took - me,,3254,24h,bonding,56,USA,f,married,n
513,28513,planted - tree,I,10837,24h,nature,52.0,USA,f,married,y
514,28517,gave - money,I,2413,24h,achievement,50.0,USA,f,single,y
515,28518,Seeing - sister,,41,24h,affection,26,SRB,m,single,n
516,28519,making - steps,,1302,24h,bonding,28.0,USA,f,married,y
517,28520,Playing - game,,663,24h,bonding,32,USA,m,married,y
518,28521,made - friend,I,117,24h,bonding,22.0,USA,m,single,n
519,28524,ran - lap,I,621,24h,achievement,20.0,USA,o,single,n
520,28526,watched - movie,I,8182,24h,affection,50.0,USA,f,single,n
521,28527,played - hours,I,34,24h,bonding,23,USA,m,single,n
522,28528,acknowledged - me,I,9417,24h,affection,41.0,USA,f,married,y
523,28529,receiving - package,I,5246,24h,enjoy_the_moment,29,USA,m,single,n
524,28530,won - match,I,8420,24h,achievement,42.0,USA,m,single,n
525,28531,Spending - time,,4365,24h,affection,34.0,USA,m,single,n
526,28532,found - dollars,I,4462,24h,achievement,27,USA,m,married,y
527,28533,gave - hug,I,2343,24h,affection,23.0,USA,f,single,n
528,28535,got - exam,I,972,24h,achievement,29.0,USA,m,single,y
529,28535,have - diabetes,I,972,24h,achievement,29.0,USA,m,single,y
530,28539,told - me,,4970,24h,affection,26.0,USA,m,single,y
531,28542,brought - donuts,,1708,24h,bonding,27,USA,m,single,n
532,28543,blurting - birthday,,501,24h,affection,33,USA,m,widowed,y
533,28544,given - promotion,,568,24h,achievement,25,USA,m,single,y
534,28548,set - squats,I,13317,24h,achievement,22.0,USA,m,single,n
535,28548,do - repetition,I,13317,24h,achievement,22.0,USA,m,single,n
536,28549,employing - method,,90,24h,enjoy_the_moment,32,USA,m,married,y
537,28553,finished - backlog,I,80,24h,achievement,23,USA,o,single,n
538,28556,started - business,I,608,24h,achievement,24,IND,m,single,n
539,28559,made - table,I,2041,24h,achievement,24.0,USA,m,single,n
540,28564,Got - period,,871,24h,achievement,25,USA,f,single,n
541,28565,bought - top,I,2186,24h,achievement,42,USA,f,married,y
542,28566,rode - that,I,3295,24h,exercise,43.0,USA,f,married,y
543,28567,rewarded - me,,1818,24h,achievement,42.0,USA,f,single,y
544,28570,ate - dinner,I,4374,24h,affection,35.0,USA,f,married,n
545,28571,won - dollars,I,579,24h,achievement,26.0,USA,m,single,n
546,28574,had - workout,I,810,24h,exercise,25,USA,m,single,n
547,28579,gave - hug,I,1765,24h,affection,31.0,USA,f,married,n
548,28580,got - barbecue,I,505,24h,achievement,25,USA,f,single,n
549,28581,made - dinner,I,91,24h,affection,29,USA,m,single,n
550,28584,got - night,I,1494,24h,enjoy_the_moment,28.0,USA,m,married,y
551,28588,completed - task,I,2910,24h,achievement,19,ITA,m,single,n
552,28591,took - daughter,I,5096,24h,affection,34,USA,m,single,y
553,28592,purchased - plant,I,2544,24h,affection,25,USA,m,single,n
554,28595,cooked - recipe,I,9730,24h,achievement,30.0,USA,f,single,n
555,28596,watched - movie,I,1997,24h,affection,33.0,USA,f,married,n
556,28596,enjoyed - it,I,1997,24h,affection,33.0,USA,f,married,n
557,28599,picked - daughter,I,2883,24h,affection,36.0,USA,f,single,y
558,28602,got - lot,I,30,24h,achievement,37.0,USA,m,married,y
559,28605,watched - game,I,678,24h,leisure,28,USA,m,single,n
560,28606,got - call,,10370,24h,affection,37.0,USA,f,single,n
561,28608,get - long,I,2705,24h,affection,51,USA,f,married,y
562,28608,had - day,I,2705,24h,affection,51,USA,f,married,y
563,28608,had - coffee,I,2705,24h,affection,51,USA,f,married,y
564,28608,discussed - thoughts,I,2705,24h,affection,51,USA,f,married,y
565,28609,is - nest,I,11260,24h,nature,55.0,USA,f,divorced,y
566,28612,weighed - myself,I,2846,24h,achievement,29.0,USA,m,single,n
567,28615,Playing - videogame,,578,24h,bonding,24,IND,m,single,n
568,28616,complete - task,,200,24h,achievement,35,DOM,m,married,n
569,28618,m - pilot,,58,24h,affection,38.0,USA,m,married,n
570,28622,destroying - opponents,I,10655,24h,achievement,28.0,USA,m,single,n
571,28622,lasted - minutes,I,10655,24h,achievement,28.0,USA,m,single,n
572,28625,received - laptop,I,2174,24h,achievement,46,CAN,m,divorced,y
573,28626,completed - course,I,86,24h,achievement,27,USA,m,single,n
574,28629,had - cream,I,7443,24h,enjoy_the_moment,19.0,USA,f,single,n
575,28630,told - me,I,2303,24h,achievement,22,USA,f,single,n
576,28633,booked - flight,I,10616,24h,achievement,25.0,USA,m,single,n
577,28634,gave - present,I,3795,24h,affection,32,USA,m,married,y
578,28635,received - bonus,I,46,24h,achievement,29,USA,m,single,n
579,28636,ran - mile,I,171,24h,exercise,31,USA,m,married,n
580,28638,given - 10,I,154,24h,enjoy_the_moment,32,USA,f,married,n
581,28642,get - money,I,1468,24h,achievement,36.0,USA,m,single,y
582,28643,completed - book,I,369,24h,leisure,37,USA,m,single,n
583,28645,Picking - girlfriend,I,4535,24h,affection,30.0,USA,m,single,n
584,28649,receiving - grades,,293,24h,achievement,23,USA,m,single,n
585,28652,had - picture,I,1995,24h,achievement,22.0,USA,m,single,n
586,28653,texted - me,,1536,24h,affection,20,USA,m,single,n
587,28655,told - me,,6119,24h,affection,25.0,USA,m,single,n
588,28657,watched - shows,I,467,24h,leisure,54,USA,f,single,n
589,28658,watched - episode,I,13729,24h,leisure,41.0,USA,f,single,n
590,28659,got - darts,I,916,24h,achievement,47.0,USA,m,married,y
591,28661,gave - extension,,2263,24h,achievement,21.0,USA,m,single,n
592,28667,woke - me,,846,24h,affection,28.0,USA,f,single,y
593,28669,ate - fil,I,1204,24h,enjoy_the_moment,20,USA,f,single,n
594,28672,purchased - pants,I,2817,24h,achievement,23.0,USA,f,single,n
595,28675,got - question,I,185,24h,achievement,36,USA,m,single,n
596,28676,had - discussion,I,3701,24h,bonding,21.0,USA,m,single,n
597,28677,had - lunch,I,596,24h,affection,29,USA,f,married,n
598,28678,gave - flowers,,10768,24h,affection,24.0,USA,f,single,n
599,28679,enjoyed - ribs,I,445,24h,enjoy_the_moment,32,USA,m,single,n
600,28681,watched - movie,I,3736,24h,affection,30.0,USA,m,married,n
601,28683,asked - me,I,2919,24h,affection,23,USA,m,single,n
602,28684,greeted - me,I,108,24h,affection,26,USA,m,single,n
603,28685,met - goal,I,12264,24h,achievement,53.0,USA,f,single,n
604,28689,spent - time,I,2497,24h,affection,28.0,USA,f,single,n
605,28691,told - me,I,148,24h,achievement,40,USA,f,married,y
606,28695,made - dinner,I,7,24h,achievement,34,USA,m,married,y
607,28695,had - amount,I,7,24h,achievement,34,USA,m,married,y
608,28696,brought - puppy,,1598,24h,affection,26.0,USA,f,single,n
609,28700,Making - dinner,,526,24h,affection,22,USA,m,single,n
610,28701,made - pudding,I,6674,24h,achievement,71.0,USA,f,divorced,y
611,28701,taught - trick,I,6674,24h,achievement,71.0,USA,f,divorced,y
612,28704,got - play,I,174,24h,leisure,31,USA,m,married,y
613,28709,had - lunch,I,2553,24h,enjoy_the_moment,98,USA,f,widowed,y
614,28712,got - burger,I,66,24h,achievement,41,USA,f,single,n
615,28713,took - steps,,513,24h,affection,41.0,USA,m,married,y
616,28715,had - classes,I,2091,24h,achievement,18.0,USA,m,single,y
617,28716,asked - girl,I,2716,24h,affection,33.0,USA,m,single,n
618,28717,enjoyed - it,I,3813,24h,leisure,29.0,USA,f,single,n
619,28718,healed - me,,146,24h,achievement,25,IND,m,single,n
620,28719,won - bets,I,518,24h,achievement,24.0,USA,m,single,n
621,28723,completed - project,I,372,24h,achievement,19,USA,m,single,n
622,28725,made - riff,I,511,24h,achievement,23.0,USA,m,single,n
623,28726,had - workout,I,1082,24h,exercise,24,USA,m,single,n
624,28727,ate - chicken,I,240,24h,enjoy_the_moment,30,USA,m,single,n
625,28729,did - yoga,I,2660,24h,exercise,33.0,USA,m,married,n
626,28731,obtain - goal,I,2104,24h,achievement,48,USA,f,single,n
627,28734,finished - workout,I,422,24h,exercise,26,USA,f,single,n
628,28738,completed - modification,I,1282,24h,achievement,25.0,USA,m,single,n
629,28739,rode - bike,I,4762,24h,nature,73.0,USA,m,single,n
630,28740,had - night,I,440,24h,bonding,30,USA,m,single,n
631,28743,played - RMX,I,5205,24h,leisure,29.0,USA,m,single,n
632,28747,had - flavor,I,12066,24h,achievement,37.0,USA,f,single,n
633,28750,brought - memories,,1635,24h,enjoy_the_moment,56,USA,f,widowed,y
634,28756,reached - goal,I,168,24h,achievement,28,USA,m,single,n
635,28757,hitting - goal,,908,24h,achievement,19,USA,m,single,n
636,28759,bought - smoothie,I,5459,24h,achievement,24.0,USA,m,married,n
637,28765,got - pictures,I,48,24h,enjoy_the_moment,57.0,USA,f,married,n
638,28767,booked - flight,I,11349,24h,achievement,23.0,USA,f,single,n
639,28770,played - pool,I,4139,24h,affection,31.0,USA,m,single,n
640,28771,told - me,I,73,24h,bonding,38.0,USA,f,married,y
641,28772,spent - day,,2656,24h,affection,25.0,USA,m,single,n
642,28775,Shooting - guns,,634,24h,leisure,32,USA,m,single,n
643,28777,took - dogs,I,16,24h,affection,35.0,USA,m,single,n
644,28778,Seeing - girlfriend,,2836,24h,affection,25,USA,m,single,n
645,28782,love - both,I,11423,24h,enjoy_the_moment,24.0,USA,m,single,n
646,28783,received - discount,I,830,24h,achievement,26.0,USA,m,single,n
647,28784,received - news,,9291,24h,bonding,32.0,USA,f,married,y
648,28789,had - meal,I,1965,24h,enjoy_the_moment,25,USA,m,single,n
649,28792,ate - type,I,44,24h,leisure,42.0,USA,f,single,n
650,28794,had - workout,I,9964,24h,exercise,36.0,USA,f,married,y
651,28797,ate - food,I,5232,24h,enjoy_the_moment,22,USA,m,single,n
652,28804,found - apples,I,551,24h,achievement,29,USA,m,single,n
653,28807,gave - excuse,I,361,24h,enjoy_the_moment,31,USA,m,single,n
654,28808,got - piece,I,1821,24h,bonding,25.0,USA,f,married,y
655,28809,finished - project,I,2563,24h,achievement,43.0,USA,f,single,y
656,28811,saw - one,I,3315,24h,enjoy_the_moment,20.0,USA,f,single,n
657,28812,played - games,I,4325,24h,bonding,25,USA,m,single,n
658,28814,tried - butter,I,13735,24h,enjoy_the_moment,23.0,USA,m,single,n
659,28816,did - exercises,I,9,24h,achievement,61,USA,f,married,y
660,28819,fixed - window,I,3236,24h,achievement,28.0,USA,m,married,y
661,28822,found - beer,I,563,24h,leisure,41,USA,m,divorced,n
662,28826,made - sale,I,8832,24h,achievement,33.0,USA,f,single,n
663,28828,left - house,,2543,24h,achievement,30.0,USA,f,single,n
664,28830,had - experience,I,593,24h,affection,48.0,USA,f,married,y
665,28835,finished - food,,7967,24h,affection,36.0,USA,f,married,n
666,28836,had - lunch,I,10141,24h,bonding,37.0,USA,f,single,n
667,28837,watching - episode,I,4073,24h,leisure,31.0,USA,m,single,n
668,28840,had - dinner,I,6944,24h,affection,53.0,USA,m,married,y
669,28843,finished - classes,I,8456,24h,achievement,,,,,n
670,28845,got - card,I,5710,24h,achievement,37.0,USA,m,single,y
671,28846,Getting - massage,,325,24h,leisure,34,USA,m,single,n
672,28847,finished - return,I,639,24h,achievement,27.0,USA,m,single,n
673,28848,wrote - song,I,1922,24h,achievement,28.0,USA,m,single,n
674,28856,saw - video,I,1180,24h,leisure,29,USA,m,single,n
675,28857,played - song,,10965,24h,affection,28.0,USA,f,married,y
676,28858,made - dinner,,1017,24h,bonding,30,USA,f,single,n
677,28859,ate - fish,I,1361,24h,enjoy_the_moment,27,USA,f,single,y
678,28861,ate - steak,I,1144,24h,enjoy_the_moment,31,USA,m,single,n
679,28862,found - something,I,1219,24h,leisure,29,USA,m,single,n
680,28863,Getting - sleep,,417,24h,enjoy_the_moment,25.0,USA,m,single,n
681,28865,had - lunch,I,47,24h,bonding,41,USA,m,married,n
682,28865,seen - him,I,47,24h,bonding,41,USA,m,married,n
683,28867,found - playlist,I,1092,24h,leisure,32.0,USA,m,single,n
684,28870,received - news,I,1273,24h,affection,39.0,USA,m,married,y
685,28873,had - workout,I,452,24h,exercise,52,USA,m,married,y
686,28875,attacked - me,I,865,24h,affection,27.0,USA,m,single,n
687,28878,met - friend,I,1675,24h,bonding,32,USA,m,single,n
688,28881,cleaned - room,I,5001,24h,achievement,33.0,USA,m,married,y
689,28882,ate - food,I,129,24h,enjoy_the_moment,25,USA,m,single,n
690,28884,Watching - movie,,2072,24h,affection,33.0,USA,m,married,y
691,28885,Helped - customer,,1003,24h,achievement,26.0,USA,m,married,n
692,28887,make - jokes,,1544,24h,bonding,21,USA,f,single,n
693,28888,made - hour,I,3988,24h,leisure,34.0,USA,m,married,y
694,28889,watched - nephew,I,1684,24h,affection,35.0,USA,m,married,y
695,28890,checked - score,I,6351,24h,achievement,36.0,USA,f,single,n
